GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0120193	tight junction organization	0.020484012458863835	0.020484012458863835	+1	APC,RUNX1,CBFB
GO:0021782	glial cell development	0.020484012458863835	0.020484012458863835	+1	PTEN,NF1,MIR142
GO:0032206	positive regulation of telomere maintenance	0.020484012458863835	0.020484012458863835	+1	ATM,ATRX,ATR
GO:0035108	limb morphogenesis	0.020484012458863835	0.020484012458863835	+1	CTNNB1,TBX3,FGFR2
GO:0035107	appendage morphogenesis	0.020484012458863835	0.020484012458863835	+1	CTNNB1,TBX3,FGFR2
GO:0046890	regulation of lipid biosynthetic process	0.020553625820090383	0.020553625820090383	+1	FBXW7,IDH1,AKT1,MTOR,BRCA1
GO:0071425	hematopoietic stem cell proliferation	0.020781856934817287	0.020781856934817287	+1	RUNX1,MECOM
GO:0051444	negative regulation of ubiquitin-protein transferase activity	0.020781856934817287	0.020781856934817287	+1	CDKN2A,RPL5
GO:0072012	glomerulus vasculature development	0.020781856934817287	0.020781856934817287	+1	WT1,PDGFRA
GO:0048854	brain morphogenesis	0.020781856934817287	0.020781856934817287	+1	PTEN,NF1
GO:0003338	metanephros morphogenesis	0.020781856934817287	0.020781856934817287	+1	SOX9,WT1
GO:0001569	branching involved in blood vessel morphogenesis	0.020781856934817287	0.020781856934817287	+1	CTNNB1,TGFBR2
GO:2000678	negative regulation of transcription regulatory region DNA binding	0.020781856934817287	0.020781856934817287	+1	TAF1,SIN3A
GO:0010165	response to X-ray	0.020781856934817287	0.020781856934817287	+1	GATA3,ATM
GO:2000811	negative regulation of anoikis	0.020781856934817287	0.020781856934817287	+1	PIK3CA,NOTCH1
GO:0045116	protein neddylation	0.020781856934817287	0.020781856934817287	+1	CDKN2A,RPL5
GO:0046426	negative regulation of receptor signaling pathway via JAK-STAT	0.020781856934817287	0.020781856934817287	+1	VHL,PPP2R1A
GO:0070102	interleukin-6-mediated signaling pathway	0.020781856934817287	0.020781856934817287	+1	SMAD4,PTPN11
GO:0045687	positive regulation of glial cell differentiation	0.020781856934817287	0.020781856934817287	+1	NOTCH1,MIR142
GO:0051250	negative regulation of lymphocyte activation	0.02080092721840656	0.02080092721840656	+1	CDKN2A,RUNX1,ATM,CBFB
GO:0007051	spindle organization	0.020870498271713597	0.020870498271713597	+1	STAG2,CHEK2,SMC1A,SMC3,NCOR1
GO:0006473	protein acetylation	0.020870498271713597	0.020870498271713597	+1	BRCA1,EP300,SMAD4,BRCA2,SIN3A
GO:0007091	metaphase/anaphase transition of mitotic cell cycle	0.02137790582033313	0.02137790582033313	+1	APC,RB1,ATM
GO:0032869	cellular response to insulin stimulus	0.021411822811718544	0.021411822811718544	+1	PIK3CA,APC,PIK3R1,AKT1,PTPN11
GO:0007517	muscle organ development	0.021844201005189523	0.021844201005189523	+1	NOTCH1,WT1,ERBB4,FGFR2,SMAD4,EGR3
GO:1901675	negative regulation of histone H3-K27 acetylation	0.021844201005189523	0.021844201005189523	+1	SIN3A
GO:1900259	regulation of RNA-directed 5'-3' RNA polymerase activity	0.021844201005189523	0.021844201005189523	+1	EIF4A2
GO:1902629	regulation of mRNA stability involved in cellular response to UV	0.021844201005189523	0.021844201005189523	+1	NPM1
GO:1903125	negative regulation of thioredoxin peroxidase activity by peptidyl-threonine phosphorylation	0.021844201005189523	0.021844201005189523	+1	LRRK2
GO:1903217	negative regulation of protein processing involved in protein targeting to mitochondrion	0.021844201005189523	0.021844201005189523	+1	LRRK2
GO:1903216	regulation of protein processing involved in protein targeting to mitochondrion	0.021844201005189523	0.021844201005189523	+1	LRRK2
GO:1901984	negative regulation of protein acetylation	0.021844201005189523	0.021844201005189523	+1	BRCA1,SIN3A
GO:1901580	regulation of telomeric RNA transcription from RNA pol II promoter	0.021844201005189523	0.021844201005189523	+1	ATRX
GO:1903124	negative regulation of thioredoxin peroxidase activity	0.021844201005189523	0.021844201005189523	+1	LRRK2
GO:1902298	cell cycle DNA replication maintenance of fidelity	0.021844201005189523	0.021844201005189523	+1	BRCA2
GO:1903123	regulation of thioredoxin peroxidase activity	0.021844201005189523	0.021844201005189523	+1	LRRK2
GO:1900260	negative regulation of RNA-directed 5'-3' RNA polymerase activity	0.021844201005189523	0.021844201005189523	+1	EIF4A2
GO:1902178	fibroblast growth factor receptor apoptotic signaling pathway	0.021844201005189523	0.021844201005189523	+1	FGFR3
GO:1904262	negative regulation of TORC1 signaling	0.021844201005189523	0.021844201005189523	+1	STK11,ATM
GO:1901582	positive regulation of telomeric RNA transcription from RNA pol II promoter	0.021844201005189523	0.021844201005189523	+1	ATRX
GO:1901581	negative regulation of telomeric RNA transcription from RNA pol II promoter	0.021844201005189523	0.021844201005189523	+1	ATRX
GO:0060527	prostate epithelial cord arborization involved in prostate glandular acinus morphogenesis	0.021844201005189523	0.021844201005189523	+1	FGFR2
GO:0140067	peptidyl-lysine butyrylation	0.021844201005189523	0.021844201005189523	+1	EP300
GO:0060517	epithelial cell proliferation involved in prostatic bud elongation	0.021844201005189523	0.021844201005189523	+1	SOX9
GO:0060523	prostate epithelial cord elongation	0.021844201005189523	0.021844201005189523	+1	FGFR2
GO:0060525	prostate glandular acinus development	0.021844201005189523	0.021844201005189523	+1	FGFR2
GO:0060526	prostate glandular acinus morphogenesis	0.021844201005189523	0.021844201005189523	+1	FGFR2
GO:0060529	squamous basal epithelial stem cell differentiation involved in prostate gland acinus development	0.021844201005189523	0.021844201005189523	+1	FGFR2
GO:0060615	mammary gland bud formation	0.021844201005189523	0.021844201005189523	+1	FGFR2
GO:0060638	mesenchymal-epithelial cell signaling	0.021844201005189523	0.021844201005189523	+1	HGF
GO:0060648	mammary gland bud morphogenesis	0.021844201005189523	0.021844201005189523	+1	FGFR2
GO:0060665	regulation of branching involved in salivary gland morphogenesis by mesenchymal-epithelial signaling	0.021844201005189523	0.021844201005189523	+1	HGF
GO:0060667	branch elongation involved in salivary gland morphogenesis	0.021844201005189523	0.021844201005189523	+1	FGFR2
GO:0060670	branching involved in labyrinthine layer morphogenesis	0.021844201005189523	0.021844201005189523	+1	FGFR2
GO:0060687	regulation of branching involved in prostate gland morphogenesis	0.021844201005189523	0.021844201005189523	+1	FGFR2
GO:0060735	regulation of eIF2 alpha phosphorylation by dsRNA	0.021844201005189523	0.021844201005189523	+1	NPM1
GO:0060784	regulation of cell proliferation involved in tissue homeostasis	0.021844201005189523	0.021844201005189523	+1	SOX9
GO:0060796	regulation of transcription involved in primary germ layer cell fate commitment	0.021844201005189523	0.021844201005189523	+1	SOX17
GO:0060807	regulation of transcription from RNA polymerase II promoter involved in definitive endodermal cell fate specification	0.021844201005189523	0.021844201005189523	+1	SOX17
GO:0060843	venous endothelial cell differentiation	0.021844201005189523	0.021844201005189523	+1	NOTCH1
GO:0060915	mesenchymal cell differentiation involved in lung development	0.021844201005189523	0.021844201005189523	+1	FGFR2
GO:0060995	cell-cell signaling involved in kidney development	0.021844201005189523	0.021844201005189523	+1	GATA3
GO:2000971	negative regulation of detection of glucose	0.021844201005189523	0.021844201005189523	+1	FOXA2
GO:1904887	Wnt signalosome assembly	0.021844201005189523	0.021844201005189523	+1	LRRK2
GO:0061032	visceral serous pericardium development	0.021844201005189523	0.021844201005189523	+1	WT1
GO:2000808	negative regulation of synaptic vesicle clustering	0.021844201005189523	0.021844201005189523	+1	PTEN
GO:0060516	primary prostatic bud elongation	0.021844201005189523	0.021844201005189523	+1	SOX9
GO:0060463	lung lobe morphogenesis	0.021844201005189523	0.021844201005189523	+1	FGFR2
GO:0060462	lung lobe development	0.021844201005189523	0.021844201005189523	+1	FGFR2
GO:0060449	bud elongation involved in lung branching	0.021844201005189523	0.021844201005189523	+1	FGFR2
GO:0002649	regulation of tolerance induction to self antigen	0.021844201005189523	0.021844201005189523	+1	TGFBR2
GO:0040030	regulation of molecular function, epigenetic	0.021844201005189523	0.021844201005189523	+1	CTCF
GO:0002651	positive regulation of tolerance induction to self antigen	0.021844201005189523	0.021844201005189523	+1	TGFBR2
GO:0043969	histone H2B acetylation	0.021844201005189523	0.021844201005189523	+1	EP300
GO:0044336	canonical Wnt signaling pathway involved in negative regulation of apoptotic process	0.021844201005189523	0.021844201005189523	+1	CTNNB1
GO:0044784	metaphase/anaphase transition of cell cycle	0.021844201005189523	0.021844201005189523	+1	APC,RB1,ATM
GO:0035607	fibroblast growth factor receptor signaling pathway involved in orbitofrontal cortex development	0.021844201005189523	0.021844201005189523	+1	FGFR2
GO:0035604	fibroblast growth factor receptor signaling pathway involved in positive regulation of cell proliferation in bone marrow	0.021844201005189523	0.021844201005189523	+1	FGFR2
GO:0035603	fibroblast growth factor receptor signaling pathway involved in hemopoiesis	0.021844201005189523	0.021844201005189523	+1	FGFR2
GO:0035602	fibroblast growth factor receptor signaling pathway involved in negative regulation of apoptotic process in bone marrow cell	0.021844201005189523	0.021844201005189523	+1	FGFR2
GO:0061289	Wnt signaling pathway involved in kidney development	0.021844201005189523	0.021844201005189523	+1	GATA3
GO:0003142	cardiogenic plate morphogenesis	0.021844201005189523	0.021844201005189523	+1	SOX17
GO:0045951	positive regulation of mitotic recombination	0.021844201005189523	0.021844201005189523	+1	ERCC2
GO:0046328	regulation of JNK cascade	0.021844201005189523	0.021844201005189523	+1	EGFR,MAP2K4,MAPK8IP1,MECOM,NCOR1
GO:0003181	atrioventricular valve morphogenesis	0.021844201005189523	0.021844201005189523	+1	NOTCH1,TGFBR2
GO:0003213	cardiac right atrium morphogenesis	0.021844201005189523	0.021844201005189523	+1	NOTCH1
GO:0003415	chondrocyte hypertrophy	0.021844201005189523	0.021844201005189523	+1	SOX9
GO:0006305	DNA alkylation	0.021844201005189523	0.021844201005189523	+1	DNMT3A,WT1,ATRX
GO:0006306	DNA methylation	0.021844201005189523	0.021844201005189523	+1	DNMT3A,WT1,ATRX
GO:0032275	luteinizing hormone secretion	0.021844201005189523	0.021844201005189523	+1	TBX3
GO:0051138	positive regulation of NK T cell differentiation	0.021844201005189523	0.021844201005189523	+1	TGFBR2
GO:0055008	cardiac muscle tissue morphogenesis	0.021844201005189523	0.021844201005189523	+1	NOTCH1,FGFR2,SMAD4
GO:0060261	positive regulation of transcription initiation from RNA polymerase II promoter	0.021844201005189523	0.021844201005189523	+1	TP53,TAF1
GO:0045861	negative regulation of proteolysis	0.021844201005189523	0.021844201005189523	+1	CDKN2A,AKT1,HGF,LRRK2,TAF1,RPL5
GO:0061290	canonical Wnt signaling pathway involved in metanephric kidney development	0.021844201005189523	0.021844201005189523	+1	GATA3
GO:2000970	regulation of detection of glucose	0.021844201005189523	0.021844201005189523	+1	FOXA2
GO:0061437	renal system vasculature development	0.021844201005189523	0.021844201005189523	+1	WT1,PDGFRA
GO:0072302	negative regulation of metanephric glomerular mesangial cell proliferation	0.021844201005189523	0.021844201005189523	+1	WT1
GO:0072362	regulation of glycolytic process by negative regulation of transcription from RNA polymerase II promoter	0.021844201005189523	0.021844201005189523	+1	NCOR1
GO:0010965	regulation of mitotic sister chromatid separation	0.021844201005189523	0.021844201005189523	+1	APC,RB1,ATM
GO:0072428	signal transduction involved in intra-S DNA damage checkpoint	0.021844201005189523	0.021844201005189523	+1	CHEK2
GO:1990505	mitotic DNA replication maintenance of fidelity	0.021844201005189523	0.021844201005189523	+1	BRCA2
GO:0072659	protein localization to plasma membrane	0.021844201005189523	0.021844201005189523	+1	EGFR,PIK3R1,CDH1,EPHA3,AKT1,AR
GO:1990426	mitotic recombination-dependent replication fork processing	0.021844201005189523	0.021844201005189523	+1	BRCA2
GO:0001836	release of cytochrome c from mitochondria	0.021844201005189523	0.021844201005189523	+1	TP53,AKT1,HGF
GO:0010810	regulation of cell-substrate adhesion	0.021844201005189523	0.021844201005189523	+1	PTEN,NF1,CDKN2A,NOTCH1,EPHA3
GO:1905929	positive regulation of invadopodium disassembly	0.021844201005189523	0.021844201005189523	+1	NAV3
GO:1905927	regulation of invadopodium disassembly	0.021844201005189523	0.021844201005189523	+1	NAV3
GO:0061324	canonical Wnt signaling pathway involved in positive regulation of cardiac outflow tract cell proliferation	0.021844201005189523	0.021844201005189523	+1	CTNNB1
GO:1905878	invadopodium disassembly	0.021844201005189523	0.021844201005189523	+1	NAV3
GO:0097326	melanocyte adhesion	0.021844201005189523	0.021844201005189523	+1	KIT
GO:0097393	telomeric repeat-containing RNA transcription	0.021844201005189523	0.021844201005189523	+1	ATRX
GO:0097394	telomeric repeat-containing RNA transcription by RNA polymerase II	0.021844201005189523	0.021844201005189523	+1	ATRX
GO:0001659	temperature homeostasis	0.021844201005189523	0.021844201005189523	+1	APC,RB1,NOTCH1,STK11,TLR4
GO:1905317	inferior endocardial cushion morphogenesis	0.021844201005189523	0.021844201005189523	+1	TGFBR2
GO:1905305	negative regulation of cardiac myofibril assembly	0.021844201005189523	0.021844201005189523	+1	SMAD4
GO:1905304	regulation of cardiac myofibril assembly	0.021844201005189523	0.021844201005189523	+1	SMAD4
GO:1905277	negative regulation of epithelial tube formation	0.021844201005189523	0.021844201005189523	+1	GATA3
GO:1905208	negative regulation of cardiocyte differentiation	0.021844201005189523	0.021844201005189523	+1	EGFR,SMAD4
GO:1904893	negative regulation of receptor signaling pathway via STAT	0.021844201005189523	0.021844201005189523	+1	VHL,PPP2R1A
GO:0100002	negative regulation of protein kinase activity by protein phosphorylation	0.021844201005189523	0.021844201005189523	+1	AKT1
GO:0097306	cellular response to alcohol	0.021844201005189523	0.021844201005189523	+1	CTNNB1,CDH1,BRCA1
GO:0072299	negative regulation of metanephric glomerulus development	0.021844201005189523	0.021844201005189523	+1	WT1
GO:0007542	primary sex determination, germ-line	0.021844201005189523	0.021844201005189523	+1	SOX9
GO:0072204	cell-cell signaling involved in metanephros development	0.021844201005189523	0.021844201005189523	+1	GATA3
GO:0061440	kidney vasculature development	0.021844201005189523	0.021844201005189523	+1	WT1,PDGFRA
GO:0061921	peptidyl-lysine propionylation	0.021844201005189523	0.021844201005189523	+1	EP300
GO:0061986	negative regulation of transcription by glucose	0.021844201005189523	0.021844201005189523	+1	FOXA2
GO:0061987	negative regulation of transcription from RNA polymerase II promoter by glucose	0.021844201005189523	0.021844201005189523	+1	FOXA2
GO:2000734	negative regulation of glial cell-derived neurotrophic factor receptor signaling pathway involved in ureteric bud formation	0.021844201005189523	0.021844201005189523	+1	GATA3
GO:2000733	regulation of glial cell-derived neurotrophic factor receptor signaling pathway involved in ureteric bud formation	0.021844201005189523	0.021844201005189523	+1	GATA3
GO:2000703	negative regulation of fibroblast growth factor receptor signaling pathway involved in ureteric bud formation	0.021844201005189523	0.021844201005189523	+1	GATA3
GO:2000702	regulation of fibroblast growth factor receptor signaling pathway involved in ureteric bud formation	0.021844201005189523	0.021844201005189523	+1	GATA3
GO:2000701	glial cell-derived neurotrophic factor receptor signaling pathway involved in ureteric bud formation	0.021844201005189523	0.021844201005189523	+1	GATA3
GO:2000699	fibroblast growth factor receptor signaling pathway involved in ureteric bud formation	0.021844201005189523	0.021844201005189523	+1	GATA3
GO:0070373	negative regulation of ERK1 and ERK2 cascade	0.021844201005189523	0.021844201005189523	+1	PTEN,TLR4,SMAD4
GO:0070413	trehalose metabolism in response to stress	0.021844201005189523	0.021844201005189523	+1	BRAF
GO:0001101	response to acid chemical	0.021844201005189523	0.021844201005189523	+1	EPHA3,SOX9,ATM,MTOR,ASXL1
GO:0070512	positive regulation of histone H4-K20 methylation	0.021844201005189523	0.021844201005189523	+1	BRCA1
GO:0021897	forebrain astrocyte development	0.021844201005189523	0.021844201005189523	+1	NF1
GO:0070510	regulation of histone H4-K20 methylation	0.021844201005189523	0.021844201005189523	+1	BRCA1
GO:2000607	negative regulation of cell proliferation involved in mesonephros development	0.021844201005189523	0.021844201005189523	+1	GATA3
GO:0072175	epithelial tube formation	0.021844201005189523	0.021844201005189523	+1	GATA3,SOX9,FGFR2
GO:0016046	detection of fungus	0.021844201005189523	0.021844201005189523	+1	TLR4
GO:0021896	forebrain astrocyte differentiation	0.021844201005189523	0.021844201005189523	+1	NF1
GO:0018992	germ-line sex determination	0.021844201005189523	0.021844201005189523	+1	SOX9
GO:0007221	positive regulation of transcription of Notch receptor target	0.021844201005189523	0.021844201005189523	+1	NOTCH1,EP300
GO:0019100	male germ-line sex determination	0.021844201005189523	0.021844201005189523	+1	SOX9
GO:0021769	orbitofrontal cortex development	0.021844201005189523	0.021844201005189523	+1	FGFR2
GO:2000469	negative regulation of peroxidase activity	0.021844201005189523	0.021844201005189523	+1	LRRK2
GO:2000606	regulation of cell proliferation involved in mesonephros development	0.021844201005189523	0.021844201005189523	+1	GATA3
GO:0051784	negative regulation of nuclear division	0.022854336959796145	0.022854336959796145	+1	APC,ATM,ATRX
GO:0055017	cardiac muscle tissue growth	0.022854336959796145	0.022854336959796145	+1	NOTCH1,ERBB4,FGFR2
GO:1900182	positive regulation of protein localization to nucleus	0.022854336959796145	0.022854336959796145	+1	PIK3R1,CDH1,AKT1
GO:0042177	negative regulation of protein catabolic process	0.023291719169523863	0.023291719169523863	+1	EGFR,CDKN2A,TAF1,RPL5
GO:0048512	circadian behavior	0.023596851765751024	0.023596851765751024	+1	TP53,PTEN
GO:0033233	regulation of protein sumoylation	0.023596851765751024	0.023596851765751024	+1	CDKN2A,CTNNB1
GO:0030851	granulocyte differentiation	0.023596851765751024	0.023596851765751024	+1	RUNX1,CEBPA
GO:1902176	negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway	0.023596851765751024	0.023596851765751024	+1	NFE2L2,AKT1
GO:0045671	negative regulation of osteoclast differentiation	0.023596851765751024	0.023596851765751024	+1	FBXW7,TLR4
GO:0030277	maintenance of gastrointestinal epithelium	0.023596851765751024	0.023596851765751024	+1	SOX9,TLR4
GO:0007622	rhythmic behavior	0.023596851765751024	0.023596851765751024	+1	TP53,PTEN
GO:0021879	forebrain neuron differentiation	0.023596851765751024	0.023596851765751024	+1	ERBB4,FGFR2
GO:0035315	hair cell differentiation	0.023596851765751024	0.023596851765751024	+1	CTNNB1,ERCC2
GO:0021955	central nervous system neuron axonogenesis	0.023596851765751024	0.023596851765751024	+1	PTEN,ARHGAP35
GO:0016331	morphogenesis of embryonic epithelium	0.023687756952379107	0.023687756952379107	+1	GATA3,SOX9,FGFR2
GO:0048839	inner ear development	0.023687756952379107	0.023687756952379107	+1	SOX9,FGFR2,PTPN11
GO:0003158	endothelium development	0.023687756952379107	0.023687756952379107	+1	NOTCH1,CTNNB1,SOX17,VEZF1
GO:0046605	regulation of centrosome cycle	0.023687756952379107	0.023687756952379107	+1	CTNNB1,NPM1,BRCA1
GO:0048662	negative regulation of smooth muscle cell proliferation	0.023687756952379107	0.023687756952379107	+1	PTEN,CDKN1B,CDKN1A
GO:0043967	histone H4 acetylation	0.023687756952379107	0.023687756952379107	+1	BRCA1,EP300,BRCA2
GO:0051145	smooth muscle cell differentiation	0.023687756952379107	0.023687756952379107	+1	NOTCH1,KIT,FGFR2
GO:0014013	regulation of gliogenesis	0.023687756952379107	0.023687756952379107	+1	NF1,NOTCH1,MIR142
GO:0008543	fibroblast growth factor receptor signaling pathway	0.023687756952379107	0.023687756952379107	+1	GATA3,FGFR2,FGFR3,PTPN11
GO:0043297	apical junction assembly	0.023687756952379107	0.023687756952379107	+1	APC,RUNX1,CBFB
GO:0051306	mitotic sister chromatid separation	0.023687756952379107	0.023687756952379107	+1	APC,RB1,ATM
GO:0007610	behavior	0.023687756952379107	0.023687756952379107	+1	TP53,PTEN,EGFR,NF1,LRRK2,FOXA2
GO:0007052	mitotic spindle organization	0.023687756952379107	0.023687756952379107	+1	STAG2,CHEK2,SMC1A,SMC3
GO:0031667	response to nutrient levels	0.024107769967603516	0.024107769967603516	+1	TP53,MTOR,LRRK2,FOXA2,CDKN1A,TAF1
GO:0051053	negative regulation of DNA metabolic process	0.024424465932079434	0.024424465932079434	+1	TP53,ATM,POLQ,HIST1H1C
GO:0032868	response to insulin	0.024688123381725793	0.024688123381725793	+1	PIK3CA,APC,PIK3R1,AKT1,PTPN11
GO:0032388	positive regulation of intracellular transport	0.024688123381725793	0.024688123381725793	+1	TP53,PIK3R1,FBXW7,CDH1,BAP1
GO:0048636	positive regulation of muscle organ development	0.024688123381725793	0.024688123381725793	+1	NOTCH1,ERBB4,FGFR2
GO:0072332	intrinsic apoptotic signaling pathway by p53 class mediator	0.024688123381725793	0.024688123381725793	+1	TP53,STK11,EP300
GO:0045844	positive regulation of striated muscle tissue development	0.024688123381725793	0.024688123381725793	+1	NOTCH1,ERBB4,FGFR2
GO:1903749	positive regulation of establishment of protein localization to mitochondrion	0.024688123381725793	0.024688123381725793	+1	TP53,FBXW7,BAP1
GO:1901983	regulation of protein acetylation	0.024688123381725793	0.024688123381725793	+1	BRCA1,SMAD4,SIN3A
GO:0046639	negative regulation of alpha-beta T cell differentiation	0.025584509247967485	0.025584509247967485	+1	RUNX1,CBFB
GO:0003171	atrioventricular valve development	0.025584509247967485	0.025584509247967485	+1	NOTCH1,TGFBR2
GO:0003272	endocardial cushion formation	0.025584509247967485	0.025584509247967485	+1	NOTCH1,TGFBR2
GO:0006337	nucleosome disassembly	0.025584509247967485	0.025584509247967485	+1	ARID1A,PBRM1
GO:0048710	regulation of astrocyte differentiation	0.025584509247967485	0.025584509247967485	+1	NOTCH1,MIR142
GO:0048384	retinoic acid receptor signaling pathway	0.025584509247967485	0.025584509247967485	+1	ASXL1,EZH2
GO:2000810	regulation of bicellular tight junction assembly	0.025584509247967485	0.025584509247967485	+1	RUNX1,CBFB
GO:0001709	cell fate determination	0.025584509247967485	0.025584509247967485	+1	GATA3,SOX17
GO:0014014	negative regulation of gliogenesis	0.025584509247967485	0.025584509247967485	+1	NF1,NOTCH1
GO:0007043	cell-cell junction assembly	0.02568356706253976	0.02568356706253976	+1	APC,CDH1,RUNX1,CBFB
GO:1901863	positive regulation of muscle tissue development	0.02568356706253976	0.02568356706253976	+1	NOTCH1,ERBB4,FGFR2
GO:1905818	regulation of chromosome separation	0.02568356706253976	0.02568356706253976	+1	APC,RB1,ATM
GO:1903051	negative regulation of proteolysis involved in cellular protein catabolic process	0.02683575668530318	0.02683575668530318	+1	CDKN2A,TAF1,RPL5
GO:0010812	negative regulation of cell-substrate adhesion	0.02683575668530318	0.02683575668530318	+1	PTEN,CDKN2A,NOTCH1
GO:0070988	demethylation	0.02683575668530318	0.02683575668530318	+1	KDM5C,TET2,USP9X
GO:0060415	muscle tissue morphogenesis	0.02683575668530318	0.02683575668530318	+1	NOTCH1,FGFR2,SMAD4
GO:0048644	muscle organ morphogenesis	0.02683575668530318	0.02683575668530318	+1	NOTCH1,FGFR2,SMAD4
GO:0002218	activation of innate immune response	0.027149037382709497	0.027149037382709497	+1	KRAS,MAP3K1,NRAS,TLR4,EP300,SIN3A
GO:0050869	negative regulation of B cell activation	0.02788604650878293	0.02788604650878293	+1	CDKN2A,ATM
GO:0071459	protein localization to chromosome, centromeric region	0.02788604650878293	0.02788604650878293	+1	RB1,CTCF
GO:0070301	cellular response to hydrogen peroxide	0.02788604650878293	0.02788604650878293	+1	NFE2L2,HGF,LRRK2
GO:0048566	embryonic digestive tract development	0.02788604650878293	0.02788604650878293	+1	PDGFRA,FGFR2
GO:0070723	response to cholesterol	0.02788604650878293	0.02788604650878293	+1	TGFBR2,SMAD2
GO:0055006	cardiac cell development	0.02788604650878293	0.02788604650878293	+1	NOTCH1,PDGFRA,SMAD4
GO:0051567	histone H3-K9 methylation	0.02788604650878293	0.02788604650878293	+1	ATRX,BRCA1
GO:0007026	negative regulation of microtubule depolymerization	0.02788604650878293	0.02788604650878293	+1	APC,NAV3
GO:0042116	macrophage activation	0.02788604650878293	0.02788604650878293	+1	CEBPA,TLR4,MIR142
GO:0006360	transcription by RNA polymerase I	0.02788604650878293	0.02788604650878293	+1	MTOR,TAF1,ERCC2
GO:0014002	astrocyte development	0.02788604650878293	0.02788604650878293	+1	NF1,MIR142
GO:1901798	positive regulation of signal transduction by p53 class mediator	0.02788604650878293	0.02788604650878293	+1	ATM,ATR
GO:0060078	regulation of postsynaptic membrane potential	0.029177554806771994	0.029177554806771994	+1	PTEN,AKT1,LRRK2
GO:0007369	gastrulation	0.029595115145125667	0.029595115145125667	+1	SETD2,FOXA2,SOX17,SMAD2
GO:0006109	regulation of carbohydrate metabolic process	0.029595115145125667	0.029595115145125667	+1	AKT1,EP300,FOXA2,NCOR1
GO:1904886	beta-catenin destruction complex disassembly	0.030151690380336247	0.030151690380336247	+1	APC,CTNNB1
GO:0031498	chromatin disassembly	0.030151690380336247	0.030151690380336247	+1	ARID1A,PBRM1
GO:0035066	positive regulation of histone acetylation	0.030151690380336247	0.030151690380336247	+1	BRCA1,SMAD4
GO:0009299	mRNA transcription	0.030151690380336247	0.030151690380336247	+1	TP53,SOX17
GO:0051298	centrosome duplication	0.030151690380336247	0.030151690380336247	+1	NPM1,BRCA1,BRCA2
GO:2000515	negative regulation of CD4-positive, alpha-beta T cell activation	0.030151690380336247	0.030151690380336247	+1	RUNX1,CBFB
GO:2000573	positive regulation of DNA biosynthetic process	0.030151690380336247	0.030151690380336247	+1	ATM,HGF,ATR
GO:0033135	regulation of peptidyl-serine phosphorylation	0.030151690380336247	0.030151690380336247	+1	EGFR,AKT1,BRAF,NSD1
GO:0009267	cellular response to starvation	0.030151690380336247	0.030151690380336247	+1	TP53,MTOR,LRRK2,CDKN1A
GO:0032986	protein-DNA complex disassembly	0.030151690380336247	0.030151690380336247	+1	ARID1A,PBRM1
GO:0030510	regulation of BMP signaling pathway	0.030151690380336247	0.030151690380336247	+1	NOTCH1,SMAD4,SMAD2
GO:0046640	regulation of alpha-beta T cell proliferation	0.030151690380336247	0.030151690380336247	+1	TGFBR2,MAPK8IP1
GO:0045922	negative regulation of fatty acid metabolic process	0.030151690380336247	0.030151690380336247	+1	AKT1,BRCA1
GO:0030316	osteoclast differentiation	0.030151690380336247	0.030151690380336247	+1	FBXW7,MTOR,TLR4
GO:0032727	positive regulation of interferon-alpha production	0.030151690380336247	0.030151690380336247	+1	TLR4,SETD2
GO:2001236	regulation of extrinsic apoptotic signaling pathway	0.030151690380336247	0.030151690380336247	+1	PTEN,AKT1,AR,BRCA1
GO:2000209	regulation of anoikis	0.030151690380336247	0.030151690380336247	+1	PIK3CA,NOTCH1
GO:0010669	epithelial structure maintenance	0.030151690380336247	0.030151690380336247	+1	SOX9,TLR4
GO:0032069	regulation of nuclease activity	0.030151690380336247	0.030151690380336247	+1	NPM1,AKT1
GO:0070168	negative regulation of biomineral tissue development	0.030151690380336247	0.030151690380336247	+1	NOTCH1,SOX9
GO:0007098	centrosome cycle	0.030983493383728047	0.030983493383728047	+1	CTNNB1,NPM1,BRCA1,BRCA2
GO:0035924	cellular response to vascular endothelial growth factor stimulus	0.03135364046385042	0.03135364046385042	+1	NOTCH1,PDGFRA,EGR3
GO:0060349	bone morphogenesis	0.03135364046385042	0.03135364046385042	+1	SOX9,FGFR2,FGFR3
GO:0002223	stimulatory C-type lectin receptor signaling pathway	0.03135364046385042	0.03135364046385042	+1	KRAS,NRAS,EP300
GO:0002695	negative regulation of leukocyte activation	0.03181968092249253	0.03181968092249253	+1	CDKN2A,RUNX1,ATM,CBFB
GO:0043542	endothelial cell migration	0.03253818156649998	0.03253818156649998	+1	PIK3CA,NF1,GATA3,NOTCH1,AKT1,EGR3
GO:0046599	regulation of centriole replication	0.03260463094371688	0.03260463094371688	+1	NPM1,BRCA1
GO:0048147	negative regulation of fibroblast proliferation	0.03260463094371688	0.03260463094371688	+1	TP53,NF1
GO:0046633	alpha-beta T cell proliferation	0.03260463094371688	0.03260463094371688	+1	TGFBR2,MAPK8IP1
GO:0061515	myeloid cell development	0.03260463094371688	0.03260463094371688	+1	FBXW7,KIT
