GO.ID	Description	p.Val	FDR	Phenotype	Genes
EMBRYONIC SKELETAL SYSTEM DEVELOPMENT%GOBP%GO:0048706	embryonic skeletal system development	0.002125014653065212	0.002125014653065212	+1	CTNNB1,PDGFRA,FGFR2,TGFBR2
HYPOXIC AND OXYGEN HOMEOSTASIS REGULATION OF HIF-1-ALPHA%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%HYPOXIC AND OXYGEN HOMEOSTASIS REGULATION OF HIF-1-ALPHA	Hypoxic and oxygen homeostasis regulation of HIF-1-alpha	0.002125014653065212	0.002125014653065212	+1	TP53,VHL,CDKN2A
REGULATION OF CYTOPLASMIC AND NUCLEAR SMAD2 3 SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF CYTOPLASMIC AND NUCLEAR SMAD2 3 SIGNALING	Regulation of cytoplasmic and nuclear SMAD2 3 signaling	0.002125014653065212	0.002125014653065212	+1	MAP3K1,SMAD4,SMAD2
PID_INSULIN_PATHWAY%MSIGDB_C2%PID_INSULIN_PATHWAY	PID_INSULIN_PATHWAY	0.002125014653065212	0.002125014653065212	+1	PIK3CA,PIK3R1,AKT1,PTPN11
G-CSF%IOB%G-CSF	G-CSF	0.002125014653065212	0.002125014653065212	+1	NOTCH1,AKT1,CDKN1B,PTPN11
REGULATION OF CARDIAC MUSCLE CELL PROLIFERATION%GOBP%GO:0060043	regulation of cardiac muscle cell proliferation	0.002125014653065212	0.002125014653065212	+1	NOTCH1,ERBB4,FGFR2
REGULATION OF LEUKOCYTE CELL-CELL ADHESION%GOBP%GO:1903037	regulation of leukocyte cell-cell adhesion	0.002150184199228686	0.002150184199228686	+1	PIK3CA,PIK3R1,GATA3,RUNX1,AKT1,TGFBR2,CBFB,PTPN11
REGULATION OF PROTEIN LOCALIZATION TO PLASMA MEMBRANE%GOBP%GO:1903076	regulation of protein localization to plasma membrane	0.00219271053916631	0.00219271053916631	+1	EGFR,PIK3R1,EPHA3,AKT1,AR
PROGRAMMED CELL DEATH%REACTOME DATABASE ID RELEASE 69%5357801	Programmed Cell Death	0.0022788088096874115	0.0022788088096874115	+1	TP53,APC,CTNNB1,CDH1,AKT1,TLR4,HIST1H1C
PRESENILIN ACTION IN NOTCH AND WNT SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%PRESENILIN ACTION IN NOTCH AND WNT SIGNALING	Presenilin action in Notch and Wnt signaling	0.0022859176613046627	0.0022859176613046627	+1	APC,NOTCH1,CTNNB1,CCND1
T CELL COSTIMULATION%GOBP%GO:0031295	T cell costimulation	0.0022859176613046627	0.0022859176613046627	+1	PIK3CA,PIK3R1,AKT1,PTPN11
CARDIAC SEPTUM MORPHOGENESIS%GOBP%GO:0060411	cardiac septum morphogenesis	0.0022859176613046627	0.0022859176613046627	+1	NOTCH1,FGFR2,SMAD4,TGFBR2
BIOCARTA_KERATINOCYTE_PATHWAY%MSIGDB_C2%BIOCARTA_KERATINOCYTE_PATHWAY	BIOCARTA_KERATINOCYTE_PATHWAY	0.0022859176613046627	0.0022859176613046627	+1	EGFR,MAP3K1,MAP2K4,CEBPA
ORGAN GROWTH%GOBP%GO:0035265	organ growth	0.0022859176613046627	0.0022859176613046627	+1	NOTCH1,SOX9,FGFR2,FGFR3
ENVELOPE PROTEINS AND THEIR POTENTIAL ROLES IN EDMD PHYSIOPATHOLOGY%WIKIPATHWAYS_20190610%WP4535%HOMO SAPIENS	http://www.wikipathways.org/instance/WP4535_r104294	0.0022859176613046627	0.0022859176613046627	+1	KRAS,NRAS,SMAD4,SMAD2
AXIS SPECIFICATION%GOBP%GO:0009798	axis specification	0.0022859176613046627	0.0022859176613046627	+1	TBX3,WT1,FOXA2,SMAD2
PID_PS1_PATHWAY%MSIGDB_C2%PID_PS1_PATHWAY	PID_PS1_PATHWAY	0.0022859176613046627	0.0022859176613046627	+1	APC,NOTCH1,CTNNB1,CCND1
GLUCOCORTICOID RECEPTOR REGULATORY NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%GLUCOCORTICOID RECEPTOR REGULATORY NETWORK	Glucocorticoid receptor regulatory network	0.002293112070602677	0.002293112070602677	+1	TP53,GATA3,AKT1,EP300,CDKN1A
PID_REG_GR_PATHWAY%MSIGDB_C2%PID_REG_GR_PATHWAY	PID_REG_GR_PATHWAY	0.002293112070602677	0.002293112070602677	+1	TP53,GATA3,AKT1,EP300,CDKN1A
PROTEIN-DNA COMPLEX ASSEMBLY%GOBP%GO:0065004	protein-DNA complex assembly	0.0023300953825849268	0.0023300953825849268	+1	TP53,NPM1,SOX9,ATRX,TAF1,HIST1H2BD,ERCC2
REGULATION OF INTRACELLULAR PROTEIN TRANSPORT%GOBP%GO:0033157	regulation of intracellular protein transport	0.0024080152501058105	0.0024080152501058105	+1	TP53,PIK3R1,FBXW7,CDH1,BAP1,LRRK2,SETD2
HEREDITARY LEIOMYOMATOSIS AND RENAL CELL CARCINOMA PATHWAY%WIKIPATHWAYS_20190610%WP4206%HOMO SAPIENS	http://www.wikipathways.org/instance/WP4206_r97123	0.0024168790647274264	0.0024168790647274264	+1	TP53,KEAP1,NFE2L2
CYCLIN E ASSOCIATED EVENTS DURING G1 S TRANSITION%REACTOME%R-HSA-69202.3	Cyclin E associated events during G1 S transition	0.0024168790647274264	0.0024168790647274264	+1	RB1,AKT1,CDKN1B,CCND1,CDKN1A
ACTIVIN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0032924	activin receptor signaling pathway	0.0024168790647274264	0.0024168790647274264	+1	ACVR1B,ACVR2A,SMAD2
DIGESTIVE TRACT MORPHOGENESIS%GOBP%GO:0048546	digestive tract morphogenesis	0.0024168790647274264	0.0024168790647274264	+1	PDGFRA,FGFR2,SOX17
MAMMARY GLAND EPITHELIUM DEVELOPMENT%GOBP%GO:0061180	mammary gland epithelium development	0.0024168790647274264	0.0024168790647274264	+1	AKT1,ERBB4,FGFR2
CTLA4 INHIBITORY SIGNALING%REACTOME DATABASE ID RELEASE 69%389513	CTLA4 inhibitory signaling	0.0024168790647274264	0.0024168790647274264	+1	AKT1,PPP2R1A,PTPN11
FRS-MEDIATED FGFR2 SIGNALING%REACTOME DATABASE ID RELEASE 69%5654700	FRS-mediated FGFR2 signaling	0.0024168790647274264	0.0024168790647274264	+1	KRAS,NRAS,PTPN11
REGULATION OF MITOTIC SPINDLE ASSEMBLY%GOBP%GO:1901673	regulation of mitotic spindle assembly	0.0024168790647274264	0.0024168790647274264	+1	STAG2,SMC1A,SMC3
REGULATION OF ACTIVIN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0032925	regulation of activin receptor signaling pathway	0.0024168790647274264	0.0024168790647274264	+1	ACVR1B,ACVR2A,SMAD2
REGULATION OF CELLULAR RESPONSE TO DRUG%GOBP%GO:2001038	regulation of cellular response to drug	0.0024168790647274264	0.0024168790647274264	+1	NFE2L2,HGF,LRRK2
ATRIOVENTRICULAR VALVE MORPHOGENESIS%GOBP%GO:0003181	atrioventricular valve morphogenesis	0.0024168790647274264	0.0024168790647274264	+1	NOTCH1,SMAD4,TGFBR2
BRANCHING MORPHOGENESIS OF AN EPITHELIAL TUBE%GOBP%GO:0048754	branching morphogenesis of an epithelial tube	0.002418136922074949	0.002418136922074949	+1	CTNNB1,WT1,FGFR2,TGFBR2
REGULATION OF GLUCOSE TRANSMEMBRANE TRANSPORT%GOBP%GO:0010827	regulation of glucose transmembrane transport	0.002418136922074949	0.002418136922074949	+1	PIK3R1,AKT1,BRAF,PTPN11
NEGATIVE REGULATION OF COLD-INDUCED THERMOGENESIS%GOBP%GO:0120163	negative regulation of cold-induced thermogenesis	0.002418136922074949	0.002418136922074949	+1	RB1,NOTCH1,STK11,TLR4
PID_LKB1_PATHWAY%MSIGDB_C2%PID_LKB1_PATHWAY	PID_LKB1_PATHWAY	0.002418136922074949	0.002418136922074949	+1	TP53,STK11,MTOR,SMAD4
PID_FANCONI_PATHWAY%MSIGDB_C2%PID_FANCONI_PATHWAY	PID_FANCONI_PATHWAY	0.002418136922074949	0.002418136922074949	+1	ATM,BRCA1,BRCA2,ATR
CELLULAR RESPONSE TO MECHANICAL STIMULUS%GOBP%GO:0071260	cellular response to mechanical stimulus	0.002418136922074949	0.002418136922074949	+1	MAP3K1,MAP2K4,SOX9,TLR4
THYMIC STROMAL LYMPHOPOIETIN (TSLP) SIGNALING PATHWAY%WIKIPATHWAYS_20190610%WP2203%HOMO SAPIENS	http://www.wikipathways.org/instance/WP2203_r96065	0.002418136922074949	0.002418136922074949	+1	PIK3CA,AKT1,MTOR,PTPN11
CELLULAR RESPONSE TO IONIZING RADIATION%GOBP%GO:0071479	cellular response to ionizing radiation	0.002418136922074949	0.002418136922074949	+1	TP53,ATM,CDKN1A,ATR
LYMPHOCYTE COSTIMULATION%GOBP%GO:0031294	lymphocyte costimulation	0.002418136922074949	0.002418136922074949	+1	PIK3CA,PIK3R1,AKT1,PTPN11
FANCONI ANEMIA PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FANCONI ANEMIA PATHWAY	Fanconi anemia pathway	0.002418136922074949	0.002418136922074949	+1	ATM,BRCA1,BRCA2,ATR
MACROMOLECULE METHYLATION%GOBP%GO:0043414	macromolecule methylation	0.002432914129608613	0.002432914129608613	+1	DNMT3A,KDM6A,TET2,ATRX,SETD2,NSD1,EZH2
REGULATION OF REACTIVE OXYGEN SPECIES METABOLIC PROCESS%GOBP%GO:2000377	regulation of reactive oxygen species metabolic process	0.002464146072804706	0.002464146072804706	+1	TP53,AKT1,TLR4,BRCA1,TGFBR2,CDKN1A
POSITIVE REGULATION OF HEMOPOIESIS%GOBP%GO:1903708	positive regulation of hemopoiesis	0.002464146072804706	0.002464146072804706	+1	GATA3,RUNX1,TGFBR2,CBFB,ACVR1B,ACVR2A
CELLULAR RESPONSE TO METAL ION%GOBP%GO:0071248	cellular response to metal ion	0.002464146072804706	0.002464146072804706	+1	EGFR,CDH1,AKT1,BRAF,CDKN1B,LRRK2
RANKL%NETPATH%RANKL	RANKL	0.0024873892005849397	0.0024873892005849397	+1	EGFR,PIK3R1,RUNX1,AKT1,MTOR
REGULATION OF LEUKOCYTE DIFFERENTIATION%GOBP%GO:1902105	regulation of leukocyte differentiation	0.002502646644681582	0.002502646644681582	+1	GATA3,FBXW7,RUNX1,MTOR,TLR4,TGFBR2,CBFB
POSITIVE REGULATION OF EPITHELIAL CELL PROLIFERATION%GOBP%GO:0050679	positive regulation of epithelial cell proliferation	0.002560059362848535	0.002560059362848535	+1	EGFR,NRAS,AKT1,SOX9,FGFR2,EGR3
FOXO FAMILY SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXO FAMILY SIGNALING	FoxO family signaling	0.002581366105942693	0.002581366105942693	+1	CTNNB1,AKT1,CDKN1B,EP300
RETT SYNDROME CAUSING GENES%WIKIPATHWAYS_20190610%WP4312%HOMO SAPIENS	http://www.wikipathways.org/instance/WP4312_r104287	0.002581366105942693	0.002581366105942693	+1	BRAF,SMC1A,TBL1XR1,NCOR1
ARYL HYDROCARBON RECEPTOR PATHWAY%WIKIPATHWAYS_20190610%WP2873%HOMO SAPIENS	http://www.wikipathways.org/instance/WP2873_r95229	0.002581366105942693	0.002581366105942693	+1	EGFR,NFE2L2,CDKN1B,EP300
POSITIVE REGULATION OF NEURON DEATH%GOBP%GO:1901216	positive regulation of neuron death	0.002581366105942693	0.002581366105942693	+1	NF1,FBXW7,CTNNB1,TLR4
PID_HEDGEHOG_GLI_PATHWAY%MSIGDB_C2%PID_HEDGEHOG_GLI_PATHWAY	PID_HEDGEHOG_GLI_PATHWAY	0.002581366105942693	0.002581366105942693	+1	AKT1,FOXA2,SIN3A,SPOP
PID_CERAMIDE_PATHWAY%MSIGDB_C2%PID_CERAMIDE_PATHWAY	PID_CERAMIDE_PATHWAY	0.002581366105942693	0.002581366105942693	+1	RB1,MAP3K1,MAP2K4,AKT1
HEDGEHOG SIGNALING EVENTS MEDIATED BY GLI PROTEINS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%HEDGEHOG SIGNALING EVENTS MEDIATED BY GLI PROTEINS	Hedgehog signaling events mediated by Gli proteins	0.002581366105942693	0.002581366105942693	+1	AKT1,FOXA2,SIN3A,SPOP
POSITIVE REGULATION OF PROTEIN LOCALIZATION TO PLASMA MEMBRANE%GOBP%GO:1903078	positive regulation of protein localization to plasma membrane	0.002581366105942693	0.002581366105942693	+1	EGFR,PIK3R1,EPHA3,AKT1
CYCLIN A:CDK2-ASSOCIATED EVENTS AT S PHASE ENTRY%REACTOME DATABASE ID RELEASE 69%69656	Cyclin A:Cdk2-associated events at S phase entry	0.0025966063380593314	0.0025966063380593314	+1	RB1,AKT1,CDKN1B,CCND1,CDKN1A
EMBRYO DEVELOPMENT ENDING IN BIRTH OR EGG HATCHING%GOBP%GO:0009792	embryo development ending in birth or egg hatching	0.002643854714800844	0.002643854714800844	+1	GATA3,CTNNB1,SOX9,BRCA1,PDGFRA,FGFR2,TGFBR2
POSITIVE REGULATION OF CELLULAR RESPONSE TO TRANSFORMING GROWTH FACTOR BETA STIMULUS%GOBP%GO:1903846	positive regulation of cellular response to transforming growth factor beta stimulus	0.002694552824931387	0.002694552824931387	+1	STK11,EP300,SMAD4
PDGFR-ALPHA SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%PDGFR-ALPHA SIGNALING PATHWAY	PDGFR-alpha signaling pathway	0.002694552824931387	0.002694552824931387	+1	PIK3CA,PIK3R1,PDGFRA
POSITIVE REGULATION OF GENE SILENCING BY MIRNA%GOBP%GO:2000637	positive regulation of gene silencing by miRNA	0.002694552824931387	0.002694552824931387	+1	TP53,EGFR,AJUBA
POSITIVE REGULATION OF MORPHOGENESIS OF AN EPITHELIUM%GOBP%GO:1905332	positive regulation of morphogenesis of an epithelium	0.002694552824931387	0.002694552824931387	+1	GATA3,SOX9,MTOR
CD209 (DC-SIGN) SIGNALING%REACTOME DATABASE ID RELEASE 69%5621575	CD209 (DC-SIGN) signaling	0.002694552824931387	0.002694552824931387	+1	KRAS,NRAS,EP300
NEOVASCULARISATION PROCESSES%WIKIPATHWAYS_20190610%WP4331%HOMO SAPIENS	http://www.wikipathways.org/instance/WP4331_r102451	0.002694552824931387	0.002694552824931387	+1	AKT1,KIT,SMAD2
POSITIVE REGULATION OF BMP SIGNALING PATHWAY%GOBP%GO:0030513	positive regulation of BMP signaling pathway	0.002694552824931387	0.002694552824931387	+1	NOTCH1,SMAD4,SMAD2
EMBRYONIC AXIS SPECIFICATION%GOBP%GO:0000578	embryonic axis specification	0.002694552824931387	0.002694552824931387	+1	TBX3,WT1,SMAD2
IMATINIB AND CHRONIC MYELOID LEUKEMIA%WIKIPATHWAYS_20190610%WP3640%HOMO SAPIENS	http://www.wikipathways.org/instance/WP3640_r89384	0.002694552824931387	0.002694552824931387	+1	CDKN1B,KIT,PDGFRA
P53 PATHWAY BY GLUCOSE DEPRIVATION%PANTHER PATHWAY%P04397	p53 pathway by glucose deprivation	0.002694552824931387	0.002694552824931387	+1	TP53,STK11,AKT1
POSITIVE REGULATION OF TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY%GOBP%GO:0030511	positive regulation of transforming growth factor beta receptor signaling pathway	0.002694552824931387	0.002694552824931387	+1	STK11,EP300,SMAD4
PROTEIN METHYLATION%GOBP%GO:0006479	protein methylation	0.0026979372481647323	0.0026979372481647323	+1	KDM6A,TET2,SETD2,NSD1,EZH2
PROTEIN ALKYLATION%GOBP%GO:0008213	protein alkylation	0.0026979372481647323	0.0026979372481647323	+1	KDM6A,TET2,SETD2,NSD1,EZH2
REGULATION OF LIPASE ACTIVITY%GOBP%GO:0060191	regulation of lipase activity	0.0026979372481647323	0.0026979372481647323	+1	EGFR,KIT,PDGFRA,FGFR2,FGFR3
EBOLA VIRUS PATHWAY ON HOST%WIKIPATHWAYS_20190610%WP4217%HOMO SAPIENS	http://www.wikipathways.org/instance/WP4217_r101851	0.0027039522068464045	0.0027039522068464045	+1	PIK3CA,EGFR,PIK3R1,AKT1,TLR4,EP300
G1 S TRANSITION%REACTOME%R-HSA-69206.2	G1 S Transition	0.0027039522068464045	0.0027039522068464045	+1	RB1,AKT1,CDKN1B,CCND1,CDKN1A,PPP2R1A
PID_FOXO_PATHWAY%MSIGDB_C2%PID_FOXO_PATHWAY	PID_FOXO_PATHWAY	0.00273718788301017	0.00273718788301017	+1	CTNNB1,AKT1,CDKN1B,EP300
REGULATION OF MICROTUBULE CYTOSKELETON%WIKIPATHWAYS_20190610%WP2038%HOMO SAPIENS	http://www.wikipathways.org/instance/WP2038_r94910	0.00273718788301017	0.00273718788301017	+1	PIK3CA,PTEN,APC,AKT1
FOREBRAIN DEVELOPMENT%GOBP%GO:0030900	forebrain development	0.00280635467309814	0.00280635467309814	+1	PTEN,NF1,ERBB4,LRRK2,FGFR2,SIN3A
ACTIVATION OF RAS IN B CELLS%REACTOME%R-HSA-1169092.1	Activation of RAS in B cells	0.0028122716539087816	0.0028122716539087816	+1	KRAS,NRAS
PLK3 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%PLK3 SIGNALING EVENTS	PLK3 signaling events	0.0028122716539087816	0.0028122716539087816	+1	TP53,CHEK2
ENDOCARDIUM MORPHOGENESIS%GOBP%GO:0003160	endocardium morphogenesis	0.0028122716539087816	0.0028122716539087816	+1	NOTCH1,SOX17
RUNX1 REGULATES EXPRESSION OF COMPONENTS OF TIGHT JUNCTIONS%REACTOME%R-HSA-8935964.1	RUNX1 regulates expression of components of tight junctions	0.0028122716539087816	0.0028122716539087816	+1	RUNX1,CBFB
LRR FLII-INTERACTING PROTEIN 1 (LRRFIP1) ACTIVATES TYPE I IFN PRODUCTION%REACTOME DATABASE ID RELEASE 69%3134973	LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production	0.0028122716539087816	0.0028122716539087816	+1	CTNNB1,EP300
NEGATIVE REGULATION OF EXCITATORY POSTSYNAPTIC POTENTIAL%GOBP%GO:0090394	negative regulation of excitatory postsynaptic potential	0.0028122716539087816	0.0028122716539087816	+1	PTEN,LRRK2
TGFBR1 KD MUTANTS IN CANCER%REACTOME DATABASE ID RELEASE 69%3656532	TGFBR1 KD Mutants in Cancer	0.0028122716539087816	0.0028122716539087816	+1	TGFBR2,SMAD2
POSITIVE REGULATION OF HISTONE H3-K9 ACETYLATION%GOBP%GO:2000617	positive regulation of histone H3-K9 acetylation	0.0028122716539087816	0.0028122716539087816	+1	BRCA1,SMAD4
MEMBRANOUS SEPTUM MORPHOGENESIS%GOBP%GO:0003149	membranous septum morphogenesis	0.0028122716539087816	0.0028122716539087816	+1	FGFR2,TGFBR2
REGULATION OF PROTEIN AUTOUBIQUITINATION%GOBP%GO:1902498	regulation of protein autoubiquitination	0.0028122716539087816	0.0028122716539087816	+1	LRRK2,TAF1
POSITIVE REGULATION OF OXIDATIVE STRESS-INDUCED NEURON DEATH%GOBP%GO:1903223	positive regulation of oxidative stress-induced neuron death	0.0028122716539087816	0.0028122716539087816	+1	FBXW7,TLR4
POSITIVE REGULATION OF MALE GONAD DEVELOPMENT%GOBP%GO:2000020	positive regulation of male gonad development	0.0028122716539087816	0.0028122716539087816	+1	SOX9,WT1
DETERMINATION OF ADULT LIFESPAN%GOBP%GO:0008340	determination of adult lifespan	0.0028122716539087816	0.0028122716539087816	+1	TP53,LRRK2
POSITIVE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO HYPOXIA%GOBP%GO:0061419	positive regulation of transcription from RNA polymerase II promoter in response to hypoxia	0.0028122716539087816	0.0028122716539087816	+1	NOTCH1,NFE2L2
SMAD2 3 PHOSPHORYLATION MOTIF MUTANTS IN CANCER%REACTOME%R-HSA-3304356.2	SMAD2 3 Phosphorylation Motif Mutants in Cancer	0.0028122716539087816	0.0028122716539087816	+1	TGFBR2,SMAD2
NEGATIVE REGULATION OF CELL PROLIFERATION INVOLVED IN KIDNEY DEVELOPMENT%GOBP%GO:1901723	negative regulation of cell proliferation involved in kidney development	0.0028122716539087816	0.0028122716539087816	+1	GATA3,WT1
ISOCITRATE METABOLIC PROCESS%GOBP%GO:0006102	isocitrate metabolic process	0.0028122716539087816	0.0028122716539087816	+1	IDH1,IDH2
POSITIVE REGULATION OF LYMPHOCYTE ACTIVATION%GOBP%GO:0051251	positive regulation of lymphocyte activation	0.0028272145149850045	0.0028272145149850045	+1	PIK3CA,PIK3R1,GATA3,RUNX1,AKT1,TGFBR2,CBFB,PTPN11
POSITIVE REGULATION OF BINDING%GOBP%GO:0051099	positive regulation of binding	0.002865175144526199	0.002865175144526199	+1	GATA3,RB1,CTNNB1,LRRK2,EP300,TAF1
PEPTIDYL-LYSINE METHYLATION%GOBP%GO:0018022	peptidyl-lysine methylation	0.002895581700859707	0.002895581700859707	+1	KDM6A,TET2,SETD2,EZH2
REGULATION OF TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY%GOBP%GO:0017015	regulation of transforming growth factor beta receptor signaling pathway	0.0029200853988611115	0.0029200853988611115	+1	STK11,EP300,SMAD4,TGFBR2,SMAD2
CCR7%IOB%CCR7	CCR7	0.002986073277535106	0.002986073277535106	+1	MAP2K4,AKT1,MTOR
SIGNALING EVENTS MEDIATED BY THE HEDGEHOG FAMILY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY THE HEDGEHOG FAMILY	Signaling events mediated by the Hedgehog family	0.002986073277535106	0.002986073277535106	+1	PIK3CA,PIK3R1,AKT1
POSITIVE REGULATION OF POSTTRANSCRIPTIONAL GENE SILENCING%GOBP%GO:0060148	positive regulation of posttranscriptional gene silencing	0.002986073277535106	0.002986073277535106	+1	TP53,EGFR,AJUBA
ATRIOVENTRICULAR VALVE DEVELOPMENT%GOBP%GO:0003171	atrioventricular valve development	0.002986073277535106	0.002986073277535106	+1	NOTCH1,SMAD4,TGFBR2
PI3K/AKT/MTOR - VITD3 SIGNALLING%WIKIPATHWAYS_20190610%WP4141%HOMO SAPIENS	http://www.wikipathways.org/instance/WP4141_r98518	0.002986073277535106	0.002986073277535106	+1	PIK3CA,AKT1,MTOR
BIOCARTA_CHEMICAL_PATHWAY%MSIGDB_C2%BIOCARTA_CHEMICAL_PATHWAY	BIOCARTA_CHEMICAL_PATHWAY	0.002986073277535106	0.002986073277535106	+1	TP53,AKT1,ATM
PID_HEDGEHOG_2PATHWAY%MSIGDB_C2%PID_HEDGEHOG_2PATHWAY	PID_HEDGEHOG_2PATHWAY	0.002986073277535106	0.002986073277535106	+1	PIK3CA,PIK3R1,AKT1
GLAND MORPHOGENESIS%GOBP%GO:0022612	gland morphogenesis	0.002986073277535106	0.002986073277535106	+1	SOX9,ELF3,FGFR2
PID_PDGFRA_PATHWAY%MSIGDB_C2%PID_PDGFRA_PATHWAY	PID_PDGFRA_PATHWAY	0.002986073277535106	0.002986073277535106	+1	PIK3CA,PIK3R1,PDGFRA
REGULATION OF CELLULAR RESPONSE TO TRANSFORMING GROWTH FACTOR BETA STIMULUS%GOBP%GO:1903844	regulation of cellular response to transforming growth factor beta stimulus	0.0030415696814583963	0.0030415696814583963	+1	STK11,EP300,SMAD4,TGFBR2,SMAD2
NCRNAS INVOLVED IN WNT SIGNALING IN HEPATOCELLULAR CARCINOMA%WIKIPATHWAYS_20190610%WP4336%HOMO SAPIENS	http://www.wikipathways.org/instance/WP4336_r103459	0.0030415696814583963	0.0030415696814583963	+1	APC,CTNNB1,CCND1,SOX17,EZH2
APOPTOTIC EXECUTION PHASE%REACTOME DATABASE ID RELEASE 69%75153	Apoptotic execution phase	0.003080306138388839	0.003080306138388839	+1	APC,CTNNB1,CDH1,HIST1H1C
TGF-BETA RECEPTOR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TGF-BETA RECEPTOR SIGNALING	TGF-beta receptor signaling	0.003080306138388839	0.003080306138388839	+1	CTNNB1,SMAD4,TGFBR2,SMAD2
REGULATION OF RESPONSE TO DNA DAMAGE STIMULUS%GOBP%GO:2001020	regulation of response to DNA damage stimulus	0.003136806887377466	0.003136806887377466	+1	EGFR,ATM,BRCA1,POLQ,SETD2,ATR,AXIN2
FC EPSILON RECEPTOR (FCERI) SIGNALING%REACTOME%R-HSA-2454202.1	Fc epsilon receptor (FCERI) signaling	0.0031625466888866986	0.0031625466888866986	+1	PIK3CA,KRAS,PIK3R1,MAP3K1,NRAS,MAP2K4
CELLULAR RESPONSE TO HYPOXIA%GOBP%GO:0071456	cellular response to hypoxia	0.0031625466888866986	0.0031625466888866986	+1	TP53,VHL,NOTCH1,NFE2L2,MTOR,EP300
PTEN REGULATION%REACTOME DATABASE ID RELEASE 69%6807070	PTEN Regulation	0.0031625466888866986	0.0031625466888866986	+1	TP53,PTEN,AKT1,MTOR,MECOM,EZH2
CELLULAR RESPONSE TO STEROID HORMONE STIMULUS%GOBP%GO:0071383	cellular response to steroid hormone stimulus	0.003178768999261702	0.003178768999261702	+1	ARID1A,RB1,CTNNB1,AR,BRCA1
PID_PTP1B_PATHWAY%MSIGDB_C2%PID_PTP1B_PATHWAY	PID_PTP1B_PATHWAY	0.0032912189804064854	0.0032912189804064854	+1	PIK3CA,EGFR,PIK3R1,AKT1
SYNTHESIS OF PIPS AT THE PLASMA MEMBRANE%REACTOME DATABASE ID RELEASE 69%1660499	Synthesis of PIPs at the plasma membrane	0.0032912189804064854	0.0032912189804064854	+1	PIK3CA,PTEN,PIK3R1,PIK3CG
SIGNALING EVENTS MEDIATED BY PTP1B%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY PTP1B	Signaling events mediated by PTP1B	0.0032912189804064854	0.0032912189804064854	+1	PIK3CA,EGFR,PIK3R1,AKT1
RUNX2 REGULATES OSTEOBLAST DIFFERENTIATION%REACTOME%R-HSA-8940973.1	RUNX2 regulates osteoblast differentiation	0.003348492880818135	0.003348492880818135	+1	RB1,AR,CBFB
POSITIVE REGULATION OF CARDIAC MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0055025	positive regulation of cardiac muscle tissue development	0.003348492880818135	0.003348492880818135	+1	NOTCH1,ERBB4,FGFR2
NRF2-ARE REGULATION%WIKIPATHWAYS_20190610%WP4357%HOMO SAPIENS	http://www.wikipathways.org/instance/WP4357_r98705	0.003348492880818135	0.003348492880818135	+1	PIK3CA,KEAP1,NFE2L2
BIOCARTA_IGF1R_PATHWAY%MSIGDB_C2%BIOCARTA_IGF1R_PATHWAY	BIOCARTA_IGF1R_PATHWAY	0.003348492880818135	0.003348492880818135	+1	PIK3CA,PIK3R1,AKT1
ESTROGEN SIGNALING PATHWAY%WIKIPATHWAYS_20190610%WP712%HOMO SAPIENS	http://www.wikipathways.org/instance/WP712_r78491	0.003348492880818135	0.003348492880818135	+1	PIK3CA,AKT1,BRAF
NEGATIVE REGULATION OF FGFR3 SIGNALING%REACTOME DATABASE ID RELEASE 69%5654732	Negative regulation of FGFR3 signaling	0.003348492880818135	0.003348492880818135	+1	BRAF,PPP2R1A,PTPN11
POSITIVE REGULATION OF DNA-TEMPLATED TRANSCRIPTION, INITIATION%GOBP%GO:2000144	positive regulation of DNA-templated transcription, initiation	0.003348492880818135	0.003348492880818135	+1	TP53,CTNNB1,TAF1
REGULATION OF CARDIAC MUSCLE TISSUE GROWTH%GOBP%GO:0055021	regulation of cardiac muscle tissue growth	0.003348492880818135	0.003348492880818135	+1	NOTCH1,ERBB4,FGFR2
